draft_year,round,pick_number,first_team,peak_ws_with_first_team,peak_ws_season,total_ws_with_first_team
1998,2,55,DEN,3.1,2001-02,9.1
1998,2,56,VAN,-0.2,1998-99,-0.2
1998,2,57,HOU,0.2,2003-04,0.2
1998,2,58,TOR,0.4,2007-08,0.7
1999,1,1,CHI,7.5,1999-00,13.6
1999,1,2,HOU,12.2,2000-01,42.10000000000001
1999,1,3,CHH,10.8,2000-01,22.2
1999,1,4,LAC,6.5,2000-01,15.299999999999997
1999,1,5,IND,2.0,2001-02,4.4
1999,1,6,MIN,8.899999999999999,2001-02,42.2
1999,1,7,WAS,4.0,2001-02,7.1
1999,1,8,CLE,10.3,2001-02,23.6
1999,1,9,PHO,17.3,2005-06,100.1
1999,1,10,ATL,8.6,2001-02,29.5
1999,1,11,CLE,2.0,2000-01,2.9
1999,1,12,TOR,-0.1,1999-00,-0.1
1999,1,13,ORL,2.6,1999-00,2.6
1999,1,14,MIN,0.1,2000-01,-0.8
1999,1,15,MIN,0.0,2000-01,0.0
1999,1,16,CHI,2.3,1999-00,5.6
1999,1,17,ATL,1.0,2000-01,1.7
1999,1,18,DEN,4.3,1999-00,11.8
1999,1,19,UTA,0.3,1999-00,0.6
1999,1,20,ATL,2.6,2002-03,5.8
1999,1,21,IND,9.600000000000001,2003-04,50.8
1999,1,22,HOU,4.4,2001-02,9.5
1999,1,23,LAL,4.6000000000000005,2001-02,15.8
1999,1,24,UTA,11.6,2003-04,70.49999999999999
1999,1,25,MIA,-0.1,1999-00,-0.1
1999,1,26,GSW,1.3,1999-00,1.5
1999,1,27,PHI,2.9,2000-01,2.9
1999,1,28,UTA,3.6,2001-02,6.6
1999,1,29,ATL,0.2,2001-02,0.2
1999,2,30,LAL,-0.1,1999-00,-0.1
1999,2,31,LAL,0.0,1999-00,0.0
1999,2,32,CHI,1.0,2000-01,1.6
1999,2,33,DEN,0.5,1999-00,0.5
1999,2,34,NJN,2.5,2000-01,3.2
1999,2,35,WAS,1.0,2000-01,2.1
1999,2,36,DAL,1.6,2001-02,1.7000000000000002
1999,2,37,VAN,0.5,1999-00,0.5
1999,2,38,WAS,0.4,2004-05,0.4
1999,2,39,CLE,-0.2,1999-00,-0.2
1999,2,40,MEM,0.0,2002-03,0.0
1999,2,41,DEN,3.0,2005-06,6.4
1999,2,42,DEN,0.0,2005-06,0.0
1999,2,43,CHH,3.8,2001-02,4.7
1999,2,44,CHH,0.0,2001-02,0.0
1999,2,45,SAC,0.0,1999-00,0.0
1999,2,46,SAC,0.0,1999-00,0.0
1999,2,47,PHI,3.0,2000-01,6.9
1999,2,48,PHI,0.0,2000-01,0.0
1999,2,49,CHI,0.0,1999-00,0.0
1999,2,50,CHI,0.0,,0.0
1999,2,51,CHI,0.0,,0.0
1999,2,52,CHI,0.0,,0.0
1999,2,53,MIA,0.6,1999-00,0.6
1999,2,54,MIA,0.0,1999-00,0.0
1999,2,55,MIA,0.0,1999-00,0.0
1999,2,56,GSW,0.2,1999-00,0.2
1999,2,57,SAS,15.2,2004-05,125.3
1999,2,58,SAS,0.0,2004-05,0.0
2000,1,1,NJN,9.2,2002-03,25.500000000000004
2000,1,2,VAN,1.9,2000-01,1.9
2000,1,3,LAC,3.4,2001-02,6.4
2000,1,4,CHI,1.4,2002-03,2.3
2000,1,5,ORL,5.3,2000-01,12.700000000000001
2000,1,6,ATL,1.7,2001-02,1.7
2000,1,7,CLE,1.3,2000-01,3.8
2000,1,8,CHI,4.1,2003-04,6.6
2000,1,9,MIL,1.9,2001-02,2.7
2000,1,10,LAC,1.4,2000-01,2.0
2000,1,11,BOS,-0.3,2000-01,-0.3
2000,1,12,WAS,4.5,2003-04,14.499999999999998
2000,1,13,DAL,-0.1,2000-01,-0.1
2000,1,14,DET,-0.1,2000-01,-0.1
2000,1,15,HOU,0.4,2001-02,0.7
2000,1,16,SAC,5.4,2001-02,11.1
2000,1,17,SEA,4.7,2001-02,9.5
2000,1,18,LAC,5.6,2001-02,12.0
2000,1,19,CHH,6.6000000000000005,2001-02,9.200000000000001
2000,1,20,PHI,2.8,2001-02,2.8
2000,1,21,TOR,5.9,2005-06,30.8
2000,1,22,DAL,0.3,2001-02,0.4
2000,1,23,UTA,1.5,2003-04,0.8999999999999999
2000,1,24,CHI,-0.1,2001-02,-0.8999999999999999
2000,1,25,PHO,2.8,2001-02,5.0
2000,1,26,TOR,0.6,2002-03,0.8999999999999999
2000,1,27,IND,0.3,2001-02,0.5
2000,1,28,POR,0.2,2001-02,0.1
2000,1,29,LAL,1.9,2001-02,4.199999999999999
2000,2,30,LAC,2.8,2004-05,6.199999999999999
2000,2,31,HOU,0.0,2001-02,-0.1
2000,2,32,CHI,0.3,2000-01,0.4
2000,2,33,CHI,0.0,2000-01,0.0
2000,2,34,CHI,0.6,2000-01,0.6
2000,2,35,WAS,-0.1,2000-01,-0.1
2000,2,36,NJN,0.1,2000-01,0.1
2000,2,37,MIA,2.2,2010-11,4.2
2000,2,38,DAL,4.7,2002-03,12.199999999999998
2000,2,39,NYK,-0.1,2000-01,-0.30000000000000004
2000,2,40,ATL,0.5,2001-02,0.9
2000,2,41,ATL,0.0,2001-02,0.0
2000,2,42,SEA,0.5,2001-02,0.9
2000,2,43,MIL,11.600000000000001,2005-06,55.60000000000001
2000,2,44,DET,0.2,2001-02,0.2
2000,2,45,SAC,0.2,2000-01,0.2
2000,2,46,SAC,0.0,2000-01,0.0
2000,2,47,SAC,0.0,2000-01,0.0
2000,2,48,SAC,0.0,2000-01,0.0
2000,2,49,MIL,0.0,2000-01,0.0
2000,2,50,POR,0.0,2003-04,0.0
2000,2,51,MIN,0.1,2002-03,0.1
2000,2,52,MIA,-0.2,2001-02,-0.2
2000,2,53,DEN,0.0,2000-01,0.0
2000,2,54,DEN,0.0,2000-01,0.0
2000,2,55,GSW,0.2,2000-01,0.2
2000,2,56,GSW,0.0,2000-01,0.0
2000,2,57,GSW,0.0,2000-01,0.0
2000,2,58,GSW,0.0,2000-01,0.0
2001,1,1,WAS,4.9,2003-04,8.899999999999999
2001,1,2,CHI,9.0,2004-05,22.1
2001,1,3,MEM,12.1,2005-06,54.6
2001,1,4,CHI,4.3,2004-05,12.600000000000001
2001,1,5,GSW,7.3,2005-06,28.8
2001,1,6,MEM,9.0,2005-06,34.699999999999996
2001,1,7,HOU,3.9,2002-03,6.3
2001,1,8,CLE,1.0,2003-04,0.5
2001,1,9,DET,-0.2,2001-02,-0.2
2001,1,10,BOS,2.0,2001-02,2.0
2001,1,11,BOS,0.8,2003-04,1.7000000000000002
2001,1,12,SEA,4.2,2003-04,14.1
2001,1,13,NJN,13.1,2005-06,56.5
2001,1,14,GSW,6.5,2005-06,22.6
2001,1,15,ORL,1.0,2001-02,2.4
2001,1,16,CHH,-0.2,2001-02,-0.2
2001,1,17,TOR,1.5,2002-03,1.6
2001,1,18,NJN,6.2,2002-03,21.1
2001,1,19,POR,7.1,2003-04,23.199999999999996
2001,1,20,WAS,7.6,2007-08,38.19999999999999
2001,1,21,BOS,-0.1,2001-02,-0.1
2001,1,22,ORL,0.8,2002-03,0.7000000000000001
2001,1,23,NJN,-0.1,2002-03,-0.6000000000000001
2001,1,24,UTA,1.4,2003-04,2.0999999999999996
2001,1,25,SAC,0.9,2002-03,1.9
2001,1,26,PHI,7.2,2007-08,37.99999999999999
2001,1,27,IND,5.6000000000000005,2003-04,18.400000000000002
2001,1,28,SAS,11.700000000000001,2012-13,123.19999999999999
2001,2,30,CHI,1.5,2001-02,1.4
2001,2,31,GSW,6.5,2002-03,9.2
2001,2,32,POR,-0.2,2003-04,-0.2
2001,2,33,MEM,-0.5,2001-02,-0.5
2001,2,34,HOU,0.9,2002-03,1.1
2001,2,35,NJN,2.0,2003-04,4.2
2001,2,36,CLE,-0.2,2001-02,-0.2
2001,2,37,PHI,-0.1,2001-02,-0.1
2001,2,38,DET,6.7,2003-04,10.5
2001,2,39,DET,0.0,2003-04,0.0
2001,2,40,SEA,2.9,2007-08,7.5
2001,2,41,IND,0.2,2002-03,0.2
2001,2,42,WAS,0.9,2002-03,1.6
2001,2,43,WAS,0.0,2002-03,0.0
2001,2,44,WAS,0.0,2002-03,0.0
2001,2,45,MIA,0.9,2002-03,0.9
2001,2,46,MIN,0.5,2001-02,0.9
2001,2,47,MIN,0.0,2001-02,0.0
2001,2,48,MEM,0.1,2001-02,0.1
2001,2,49,MIA,0.0,2002-03,0.0
2001,2,50,POR,0.2,2001-02,0.2
2001,2,51,PHO,0.8,2001-02,0.7000000000000001
2001,2,52,PHO,0.0,2001-02,0.0
2001,2,53,UTA,4.2,2003-04,15.999999999999998
2001,2,54,DEN,-0.2,2001-02,-1.0
2001,2,55,DEN,0.0,2001-02,0.0
2001,2,56,DEN,0.0,,0.0
2001,2,57,PHI,0.1,2001-02,0.1
2001,2,58,PHI,0.0,2001-02,0.0
2002,1,1,HOU,12.0,2008-09,69.19999999999999
2002,1,2,CHI,0.8,2002-03,0.8
2002,1,3,GSW,5.2,2003-04,17.7
2002,1,4,MEM,0.4,2002-03,0.4
2002,1,5,DEN,-0.1,2003-04,-1.5
2002,1,6,CLE,0.3,2002-03,-2.7755575615628914e-17
2002,1,7,DEN,11.3,2009-10,54.500000000000014
2002,1,8,LAC,2.6,2003-04,6.1
2002,1,9,PHO,17.3,2004-05,74.60000000000001
2002,1,10,MIA,5.1,2002-03,8.6
2002,1,11,WAS,3.2,2005-06,7.199999999999999
2002,1,12,LAC,0.8,2002-03,1.2000000000000002
2002,1,13,MIL,0.6,2003-04,0.6
2002,1,14,IND,4.8,2003-04,12.500000000000002
2002,1,15,HOU,0.9,2003-04,1.1
2002,1,16,GSW,-0.4,2002-03,-0.4
2002,1,17,WAS,2.3,2004-05,3.3
2002,1,18,UTA,0.8,2004-05,0.9
2002,1,19,ORL,-0.5,2002-03,-0.5
2002,1,20,LAL,1.7,2003-04,0.8999999999999999
2002,1,21,POR,0.2,2002-03,0.0
2002,1,22,PHO,2.6,2003-04,4.9
2002,1,23,DET,12.100000000000001,2004-05,67.7
2002,1,24,NJN,6.0,2005-06,12.200000000000001
2002,1,25,NYK,0.19999999999999998,2003-04,0.09999999999999998
2002,1,26,PHI,2.1,2003-04,5.8
2002,1,27,TOR,0.0,2003-04,-0.5
2002,1,28,ATL,0.0,2002-03,0.0
2002,2,30,ATL,0.0,2002-03,0.0
2002,2,31,CHI,0.1,2002-03,-0.1
2002,2,32,MEM,-0.2,2002-03,-0.2
2002,2,33,DEN,1.0,2002-03,1.0
2002,2,34,MIL,5.2,2004-05,16.000000000000004
2002,2,35,CLE,9.4,2003-04,15.3
2002,2,36,CLE,0.0,2003-04,0.0
2002,2,37,HOU,1.3,2009-10,1.3
2002,2,38,HOU,0.0,2002-03,0.0
2002,2,39,HOU,0.0,2002-03,0.0
2002,2,40,MEM,1.4,2007-08,1.4
2002,2,41,ORL,0.6,2004-05,0.8999999999999999
2002,2,42,MIL,-0.1,2002-03,-0.1
2002,2,43,MIL,0.0,2002-03,0.0
2002,2,44,CHI,0.9,2002-03,1.1
2002,2,45,CHI,0.0,2002-03,0.0
2002,2,46,LAC,6.3,2012-13,14.8
2002,2,47,MIL,0.0,2002-03,0.0
2002,2,48,MEM,0.0,2002-03,0.0
2002,2,49,MEM,0.0,2002-03,0.0
2002,2,50,SAC,4.3,2004-05,6.9
2002,2,51,SAC,0.0,2004-05,0.0
2002,2,52,SAC,0.0,2004-05,0.0
2002,2,53,MIA,1.9,2004-05,3.7000000000000006
2002,2,54,NJN,0.0,2002-03,0.0
2002,2,55,NJN,0.0,2002-03,0.0
2002,2,56,HOU,9.5,2008-09,31.199999999999996
2002,2,57,CHI,0.0,2005-06,0.0
2002,2,58,NOH,0.1,2004-05,0.1
2003,1,1,CLE,25.1,2008-09,169.0
2003,1,2,DET,0.0,2005-06,-0.4
2003,1,3,DEN,9.4,2005-06,57.400000000000006
2003,1,4,TOR,10.7,2007-08,62.7
2003,1,5,MIA,19.2,2005-06,136.29999999999998
2003,1,6,LAC,6.5,2005-06,18.9
2003,1,7,CHI,10.799999999999999,2006-07,50.60000000000001
2003,1,8,MIL,2.5,2005-06,3.2
2003,1,9,NYK,3.8,2004-05,5.199999999999999
2003,1,10,WAS,1.7,2004-05,4.4
2003,1,11,GSW,4.0,2006-07,11.000000000000002
2003,1,12,SEA,4.6,2006-07,15.299999999999999
2003,1,13,BOS,2.0,2004-05,2.9
2003,1,14,SEA,5.7,2004-05,14.500000000000002
2003,1,15,ORL,-0.5,2003-04,-0.5
2003,1,16,MEM,-0.2,2003-04,-0.2
2003,1,17,PHO,0.1,2004-05,-0.30000000000000004
2003,1,18,NOH,9.8,2007-08,48.199999999999996
2003,1,19,UTA,0.9,2003-04,0.9
2003,1,20,MEM,0.8,2004-05,1.8
2003,1,21,ATL,0.8,2003-04,0.9
2003,1,22,NJN,0.8,2004-05,1.6
2003,1,23,POR,5.0,2008-09,13.1
2003,1,24,LAL,4.6,2005-06,9.4
2003,1,25,DET,3.1,2006-07,4.4
2003,1,26,MIN,0.1,2004-05,0.1
2003,1,27,BOS,8.1,2007-08,26.199999999999996
2003,1,28,PHO,8.5,2006-07,29.6
2003,1,29,DAL,9.600000000000001,2006-07,40.900000000000006
2003,2,30,PHO,0.1,2003-04,-0.1
2003,2,31,CLE,0.5,2003-04,0.5
2003,2,32,LAL,3.9000000000000004,2007-08,14.5
2003,2,33,MIA,0.0,2003-04,0.0
2003,2,34,MIA,0.0,,0.0
2003,2,35,MIA,0.0,,0.0
2003,2,36,MIA,0.0,,0.0
2003,2,37,ATL,0.2,2003-04,0.2
2003,2,38,WAS,0.7,2003-04,1.0
2003,2,39,POR,0.0,2003-04,0.0
2003,2,40,NJN,0.0,2005-06,0.0
2003,2,41,PHI,2.2,2009-10,5.9
2003,2,42,ORL,0.3,2003-04,0.3
2003,2,43,ORL,5.2,2007-08,9.700000000000001
2003,2,44,ORL,0.0,2007-08,0.0
2003,2,45,TOR,4.2,2004-05,8.3
2003,2,46,TOR,0.0,,0.0
2003,2,47,UTA,1.8,2012-13,2.0
2003,2,48,WAS,0.1,2006-07,0.1
2003,2,49,IND,3.0,2004-05,3.0
2003,2,50,IND,0.0,,0.0
2003,2,51,PHI,6.5,2004-05,17.699999999999996
2003,2,52,PHI,0.0,2004-05,0.0
2003,2,53,PHI,0.0,2004-05,0.0
2003,2,54,PHI,0.0,,0.0
2003,2,55,PHI,0.0,,0.0
2003,2,56,BOS,0.6,2003-04,0.6
2003,2,57,BOS,0.0,,0.0
2003,2,58,SEA,-0.2,2006-07,-0.2
2004,1,1,ORL,18.3,2008-09,96.80000000000001
2004,1,2,CHA,8.2,2008-09,26.099999999999998
2004,1,3,CHI,9.7,2006-07,30.5
2004,1,4,LAC,2.4,2006-07,4.3999999999999995
2004,1,5,DAL,6.9,2006-07,31.299999999999997
2004,1,6,ATL,7.8999999999999995,2007-08,23.7
2004,1,7,CHI,12.9,2006-07,62.9
2004,1,8,TOR,0.3,2004-05,-0.5
2004,1,9,PHI,9.6,2008-09,62.9
2004,1,10,CLE,0.1,2004-05,0.1
2004,1,11,GSW,8.0,2007-08,31.60000000000001
2004,1,12,SEA,1.1,2005-06,0.9000000000000001
2004,1,13,POR,0.6,2005-06,0.19999999999999996
2004,1,14,UTA,0.2,2005-06,-0.09999999999999998
2004,1,15,BOS,6.6,2006-07,11.6
2004,1,16,UTA,-0.2,2004-05,-0.2
2004,1,17,ATL,10.3,2009-10,50.30000000000001
2004,1,18,NOH,1.2,2005-06,1.4
2004,1,19,MIA,4.3,2009-10,8.4
2004,1,20,ORL,7.2,2009-10,47.300000000000004
2004,1,21,DAL,0.0,2004-05,-0.1
2004,1,22,POR,1.3,2005-06,1.6
2004,1,23,POR,-0.2,2005-06,-0.2
2004,1,24,BOS,5.7,2005-06,11.200000000000001
2004,1,25,BOS,2.8000000000000003,2007-08,13.5
2004,1,26,SAC,10.2,2006-07,31.299999999999997
2004,1,27,LAL,4.2,2007-08,13.700000000000001
2004,1,28,SAS,3.1,2004-05,5.1000000000000005
2004,1,29,IND,1.4,2004-05,2.9999999999999996
2004,2,30,CLE,9.2,2008-09,50.5
2004,2,31,PHO,0.0,2004-05,0.0
2004,2,32,WAS,0.0,2004-05,0.0
2004,2,33,LAC,-0.2,2004-05,-0.2
2004,2,34,ATL,0.3,2005-06,0.5
2004,2,35,MEM,0.0,2004-05,0.0
2004,2,36,MEM,0.5,2004-05,0.19999999999999998
2004,2,37,ATL,0.7,2005-06,1.2
2004,2,38,CHI,5.4,2005-06,16.8
2004,2,39,CHI,0.0,,0.0
2004,2,40,BOS,0.3,2004-05,0.0
2004,2,41,BOS,0.0,2004-05,0.0
2004,2,42,BOS,0.0,,0.0
2004,2,43,NYK,2.1,2004-05,2.4
2004,2,44,NYK,0.0,2004-05,0.0
2004,2,45,CHA,1.7,2005-06,1.9
2004,2,46,POR,0.0,2005-06,-0.2
2004,2,47,TOR,0.6,2005-06,0.9
2004,2,48,TOR,0.0,2005-06,0.0
2004,2,49,TOR,0.0,,0.0
2004,2,50,HOU,-0.1,2006-07,-0.1
2004,2,51,HOU,0.0,2006-07,0.0
2004,2,52,HOU,0.0,2006-07,0.0
2004,2,53,NOH,-0.5,2004-05,-0.5
2004,2,54,NOH,0.0,2004-05,0.0
2004,2,55,GSW,-0.1,2004-05,-0.1
2004,2,56,GSW,0.0,2004-05,0.0
2004,2,57,GSW,0.0,,0.0
2004,2,58,GSW,0.0,,0.0
2004,2,59,GSW,0.0,,0.0
2005,1,1,MIL,7.5,2009-10,30.300000000000004
2005,1,2,ATL,6.3,2009-10,32.5
2005,1,3,UTA,13.200000000000001,2007-08,52.1
2005,1,4,NOK,20.7,2007-08,80.60000000000001
2005,1,5,CHA,6.6,2009-10,19.200000000000003
2005,1,6,POR,4.5,2009-10,10.200000000000001
2005,1,7,TOR,3.9,2005-06,3.9
2005,1,8,NYK,3.5,2005-06,4.4
2005,1,9,GSW,2.6,2005-06,3.2
2005,1,10,LAL,9.6,2011-12,42.2
2005,1,11,LAL,0.0,,0.0
2005,1,12,LAC,0.0,2005-06,0.0
2005,1,13,CHA,2.2,2006-07,2.3000000000000003
2005,1,14,MIN,1.7,2007-08,2.7
2005,1,15,NJN,1.6,2006-07,1.6
2005,1,16,TOR,2.8,2006-07,6.6
2005,1,17,IND,8.0,2008-09,48.900000000000006
2005,1,18,BOS,1.6,2006-07,2.7
2005,1,19,MEM,4.7,2008-09,12.5
2005,1,20,DEN,0.1,2006-07,-0.1
2005,1,21,NYK,5.9,2008-09,15.200000000000001
2005,1,22,POR,4.8,2006-07,9.2
2005,1,23,SAC,4.2,2007-08,16.0
2005,1,24,HOU,5.6000000000000005,2006-07,12.7
2005,1,25,SEA,1.7,2006-07,3.1
2005,1,26,DET,7.5,2007-08,20.500000000000004
2005,1,27,DEN,4.9,2007-08,13.299999999999999
2005,1,28,SAS,0.7,2009-10,0.8999999999999999
2005,1,29,MIA,0.8,2005-06,0.8
2005,1,30,NYK,10.3,2009-10,36.3
2005,2,31,ATL,1.2,2005-06,2.3
2005,2,32,LAC,0.5,2006-07,0.8
2005,2,33,NOK,0.1,2005-06,0.1
2005,2,34,UTA,2.8,2008-09,10.8
2005,2,35,UTA,0.0,,0.0
2005,2,36,MIL,6.8,2012-13,35.699999999999996
2005,2,37,LAL,4.2,2007-08,7.8
2005,2,38,ORL,0.7,2006-07,1.2999999999999998
2005,2,39,LAL,-0.3,2005-06,-0.3
2005,2,40,GSW,9.0,2007-08,22.3
2005,2,41,TOR,-0.4,2008-09,-0.4
2005,2,42,GSW,0.5,2005-06,0.5
2005,2,43,NJN,-0.2,2006-07,-0.2
2005,2,44,CLE,0.0,2005-06,0.0
2005,2,45,PHI,6.6,2011-12,26.000000000000004
2005,2,46,PHI,0.0,,0.0
2005,2,47,MIN,0.3,2006-07,0.5
2005,2,48,SEA,1.3,2006-07,1.5
2005,2,49,WAS,3.4,2009-10,10.8
2005,2,50,BOS,4.2,2006-07,7.300000000000001
2005,2,51,UTA,0.0,2005-06,0.0
2005,2,52,UTA,0.0,,0.0
2005,2,53,BOS,-0.3,2005-06,-0.3
2005,2,54,PHO,0.1,2005-06,0.1
2005,2,55,MEM,2.0,2006-07,2.5
2005,2,56,DET,3.2,2007-08,6.6000000000000005
2005,2,57,ORL,4.5,2009-10,10.1
2005,2,58,TOR,0.1,2006-07,0.1
2005,2,59,TOR,0.0,,0.0
2005,2,60,DET,0.0,2008-09,-0.2
2006,1,1,TOR,4.2,2009-10,16.0
2006,1,2,POR,11.5,2010-11,71.2
2006,1,3,CHA,0.1,2008-09,-1.4
2006,1,4,CHI,4.8,2008-09,10.799999999999999
2006,1,5,ATL,2.2,2006-07,2.7
2006,1,6,POR,14.3,2008-09,38.39999999999999
2006,1,7,MIN,3.1,2008-09,6.5
2006,1,8,MEM,6.5,2011-12,29.6
2006,1,9,GSW,0.2,2007-08,0.2
2006,1,10,SEA,0.2,2007-08,0.2
2006,1,11,ORL,7.3,2009-10,25.499999999999996
2006,1,12,NOK,1.3,2008-09,3.3000000000000003
2006,1,13,CHI,1.5,2007-08,3.3
2006,1,14,UTA,8.8,2007-08,21.0
2006,1,15,NOK,0.3,2006-07,0.3
2006,1,16,PHI,1.9000000000000001,2007-08,4.7
2006,1,17,IND,1.4,2007-08,2.0999999999999996
2006,1,18,WAS,0.5,2008-09,0.5
2006,1,19,SAC,0.0,2006-07,-0.1
2006,1,20,NYK,2.8,2006-07,4.3999999999999995
2006,1,21,BOS,12.3,2009-10,55.500000000000014
2006,1,22,NJN,0.2,2007-08,0.1
2006,1,23,NJN,3.7,2007-08,9.0
2006,1,24,MEM,3.4,2007-08,5.7
2006,1,25,CLE,0.1,2006-07,-0.1
2006,1,26,LAL,4.0,2007-08,9.899999999999999
2006,1,27,POR,1.7,2008-09,2.4
2006,1,28,DAL,-0.3,2006-07,-0.6
2006,1,29,NYK,0.0,2006-07,-1.1
2006,1,30,POR,1.6,2014-15,3.1
2006,2,31,SAS,0.3,2006-07,0.3
2006,2,32,HOU,1.2000000000000002,2007-08,1.6
2006,2,33,ATL,2.1,2008-09,3.6
2006,2,34,LAC,0.2,2006-07,0.4
2006,2,35,TOR,1.3,2016-17,1.4000000000000001
2006,2,36,MIN,3.9,2006-07,10.5
2006,2,37,PHI,0.3,2006-07,0.3
2006,2,38,GSW,0.0,2007-08,0.0
2006,2,39,MIL,0.4,2006-07,0.4
2006,2,40,MIL,0.0,2006-07,0.0
2006,2,41,ORL,0.3,2007-08,0.3
2006,2,42,CLE,4.8,2007-08,16.799999999999997
2006,2,43,NOK,0.1,2006-07,0.2
2006,2,44,NOK,0.0,,0.0
2006,2,45,MEM,1.3,2006-07,1.3
2006,2,46,UTA,0.2,2006-07,0.2
2006,2,47,UTA,8.5,2009-10,49.699999999999996
2006,2,48,UTA,0.0,,0.0
2006,2,49,BOS,5.2,2007-08,11.8
2006,2,50,CHA,1.1,2007-08,1.9
2006,2,51,DET,0.1,2007-08,0.1
2006,2,52,LAC,0.0,2007-08,0.0
2006,2,53,LAC,0.0,,0.0
2006,2,54,NJN,1.0,2006-07,1.0
2006,2,55,NJN,0.0,,0.0
2006,2,56,NJN,0.0,,0.0
2006,2,57,NJN,0.0,,0.0
2006,2,58,NJN,0.0,,0.0
2006,2,59,MIL,-0.2,2006-07,-0.2
2006,2,60,DET,-0.1,2006-07,-0.1
2007,1,1,POR,4.6,2008-09,6.8
2007,1,2,SEA,2.3,2007-08,2.3
2007,1,3,ATL,12.1,2009-10,69.90000000000002
2007,1,4,MEM,11.4,2012-13,76.39999999999999
2007,1,5,SEA,0.2,2007-08,0.2
2007,1,6,MIL,0.7,2007-08,0.7
2007,1,7,MIN,5.2,2013-14,7.300000000000001
2007,1,8,GSW,1.9,2008-09,3.4
2007,1,9,CHI,11.5,2013-14,62.99999999999999
2007,1,10,SAC,2.1,2009-10,3.5
2007,1,11,ATL,0.7,2008-09,0.6
2007,1,12,PHI,7.4,2012-13,36.1
2007,1,13,NOH,1.7,2007-08,3.3
2007,1,14,LAC,1.5,2009-10,3.9000000000000004
2007,1,15,DET,5.0,2010-11,22.599999999999998
2007,1,16,WAS,2.8,2010-11,7.3
2007,1,17,NJN,2.5,2007-08,2.5999999999999996
2007,1,18,GSW,0.5,2008-09,0.5
2007,1,19,LAL,0.0,2007-08,0.0
2007,1,20,PHI,1.5,2007-08,2.2
2007,1,21,MIA,2.1,2008-09,1.8000000000000003
2007,1,22,CHA,2.9,2007-08,3.7
2007,1,23,NYK,3.4,2010-11,9.700000000000001
2007,1,24,POR,6.1,2008-09,12.999999999999998
2007,1,25,UTA,0.1,2008-09,0.0
2007,1,26,HOU,5.5,2009-10,12.9
2007,1,27,DET,1.9,2007-08,3.7
2007,1,28,SAS,9.2,2012-13,27.5
2007,1,29,PHO,0.2,2008-09,0.30000000000000004
2007,1,30,PHO,0.0,,0.0
2007,2,31,HOU,6.4,2008-09,15.500000000000002
2007,2,32,BOS,0.30000000000000004,2008-09,0.4
2007,2,33,SAS,0.0,2007-08,0.0
2007,2,34,DAL,0.0,2007-08,0.0
2007,2,35,BOS,4.9,2008-09,15.4
2007,2,36,CHA,-0.1,2007-08,-0.1
2007,2,37,POR,0.1,2007-08,0.1
2007,2,38,UTA,0.3,2008-09,0.49999999999999994
2007,2,39,UTA,0.0,,0.0
2007,2,40,LAL,-0.1,2008-09,-0.1
2007,2,41,MIN,0.4,2007-08,0.4
2007,2,42,SAS,0.1,2011-12,0.1
2007,2,43,SAS,0.0,2011-12,0.0
2007,2,44,SAS,0.0,2011-12,0.0
2007,2,45,SAS,0.0,2011-12,0.0
2007,2,46,GSW,0.0,2007-08,0.0
2007,2,47,WAS,1.7,2008-09,1.5999999999999999
2007,2,48,MEM,13.6,2012-13,84.60000000000002
2007,2,49,CHI,1.2,2008-09,2.0
2007,2,50,CHI,0.0,,0.0
2007,2,51,LAC,0.0,2009-10,0.0
2007,2,52,POR,-0.1,2007-08,-0.1
2007,2,53,CLE,-0.2,2007-08,-0.2
2007,2,54,CLE,0.0,,0.0
2007,2,55,CLE,0.0,,0.0
2007,2,56,MIL,5.6,2008-09,8.6
2007,2,57,MIL,0.0,2008-09,0.0
2007,2,58,MIL,0.0,,0.0
2007,2,59,PHO,-0.2,2007-08,-0.2
2007,2,60,PHO,0.0,,0.0
2008,1,1,CHI,15.3,2010-11,34.699999999999996
2008,1,2,MIA,4.5,2009-10,9.4
2008,1,3,MEM,5.6,2009-10,15.3
2008,1,4,OKC,16.9,2015-16,107.19999999999999
2008,1,5,MIN,14.3,2013-14,47.0
2008,1,6,NYK,5.6,2009-10,11.5
2008,1,7,LAC,5.3,2010-11,13.1
2008,1,8,MIL,0.4,2008-09,0.4
2008,1,9,CHA,6.2,2010-11,14.5
2008,1,10,NJN,7.9,2009-10,20.3
2008,1,11,POR,2.9000000000000004,2009-10,3.2
2008,1,12,SAC,4.0,2009-10,22.2
2008,1,13,IND,2.7,2010-11,6.1
2008,1,14,GSW,1.6,2008-09,3.1
2008,1,15,PHO,3.5,2009-10,8.200000000000001
2008,1,16,PHI,3.8,2008-09,7.500000000000001
2008,1,17,IND,8.8,2012-13,36.6
2008,1,18,WAS,5.3,2010-11,12.2
2008,1,19,CLE,4.3999999999999995,2009-10,7.3999999999999995
2008,1,20,CHA,0.0,2009-10,-0.1
2008,1,21,NJN,2.5,2008-09,2.5
2008,1,22,ORL,4.4,2008-09,4.4
2008,1,23,UTA,1.3,2008-09,1.3
2008,1,24,OKC,11.299999999999999,2013-14,55.2
2008,1,25,POR,8.6,2013-14,38.500000000000014
2008,1,26,SAS,7.4,2009-10,16.1
2008,1,27,MEM,4.1,2010-11,7.8
